"participant","trial","position","first_display","display","direction","video","outcome","simulation","attn_check","rating","ball_direction","goalie_direction"
"LAMI049",24,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.18,0,"left","right"
"LAMI049",25,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.722,0,"right","right"
"LAMI049",26,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.772,0.9,"right","right"
"LAMI049",27,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.766,0.002,"right","left"
"LAMI049",28,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.159,0.00800000000000001,"left","left"
"LAMI049",29,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.807,0.908,"right","left"
"LAMI049",30,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.792,0.901,"right","left"
"LAMI049",31,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.119,0.938,"left","left"
"LAMI049",32,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.169,0.01,"left","right"
"LAMI049",33,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.102,0.926,"left","left"
"LAMI049",34,"goalie","down","up","right","LAMI_left_score.mp4","score","Cause",0.216,0.94,"left","right"
"LAMI049",35,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.18,0.906,"left","right"
"LAMI049",36,"goalie","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.199,0.00900000000000001,"left","left"
"LAMI049",37,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.708,0,"right","right"
"LAMI049",38,"goalie","down","up","right","LAMI_left_score.mp4","score","Cause",0.154,0.946,"left","right"
"LAMI049",39,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.796,0.888,"right","right"
"LAMI049",40,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.145,0.03,"left","right"
"LAMI049",41,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.764,0.939,"right","left"
"LAMI049",42,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.827,0.905,"right","left"
"LAMI049",43,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.721,0.908,"right","right"
"LAMI049",44,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.774,0.925,"right","right"
"LAMI049",45,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.8,0.88,"right","right"
"LAMI049",46,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.153,0.014,"left","right"
"LAMI049",47,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.185,0.937,"left","right"
"LAMI049",48,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.748,0.004,"right","right"
"LAMI050",1,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.183,0.109,"left","right"
"LAMI050",2,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.14,0.948,"left","right"
"LAMI050",3,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.193,0,"left","left"
"LAMI050",4,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.73,0.957,"right","right"
"LAMI050",5,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.781,0.958,"right","left"
"LAMI050",6,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.81,0.949,"right","right"
"LAMI050",7,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.778,0.957,"right","left"
"LAMI050",8,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.785,0.958,"right","left"
"LAMI050",9,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.731,0.966,"right","right"
"LAMI050",10,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.179,0.964,"left","left"
"LAMI050",11,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.176,0,"left","right"
"LAMI050",12,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.169,0,"left","left"
"LAMI050",13,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.17,0.971,"left","left"
"LAMI050",14,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.748,0.879,"right","right"
"LAMI050",15,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.763,0.938,"right","left"
"LAMI050",16,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.177,0.969,"left","left"
"LAMI050",17,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.142,0.952,"left","left"
"LAMI050",18,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.194,0,"left","right"
"LAMI050",19,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.742,0.971,"right","left"
"LAMI050",20,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.181,0,"left","left"
"LAMI050",21,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.17,0.935,"left","right"
"LAMI050",22,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.144,0,"left","left"
"LAMI050",23,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.163,0.947,"left","right"
"LAMI050",24,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.717,0.973,"right","left"
"LAMI050",25,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.182,0.966,"left","right"
"LAMI050",26,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.754,0.948,"right","right"
"LAMI050",27,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.173,0,"left","right"
"LAMI050",28,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.165,0.928,"left","right"
"LAMI050",29,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.743,0,"right","right"
"LAMI050",30,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.209,0.926,"left","left"
"LAMI050",31,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.143,0,"left","left"
"LAMI050",32,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.69,0.938,"right","right"
"LAMI050",33,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.761,0.943,"right","right"
"LAMI050",34,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.136,0.945,"left","right"
"LAMI050",35,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.139,0,"left","right"
"LAMI050",36,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.867,0.928,"right","left"
"LAMI050",37,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.156,0.966,"left","right"
"LAMI050",38,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.189,0,"left","right"
"LAMI050",39,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.198,0,"left","left"
"LAMI050",40,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.112,0,"left","right"
"LAMI050",41,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.126,1,"left","left"
"LAMI050",42,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.134,0.96,"left","left"
"LAMI050",43,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.79,0.939,"right","left"
"LAMI050",44,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.735,0,"right","right"
"LAMI050",45,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.196,0.948,"left","left"
"LAMI050",46,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.181,0.942,"left","right"
"LAMI050",47,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.136,0.947,"left","right"
"LAMI050",48,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.739,0.936,"right","right"
"LAMI051",1,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.188,0,"left","right"
"LAMI051",2,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.177,0.959,"left","left"
"LAMI051",3,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.18,0,"left","right"
"LAMI051",4,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.747,0.961,"right","left"
"LAMI051",5,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.762,0.956,"right","right"
"LAMI051",6,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.754,0.961,"right","left"
"LAMI051",7,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.167,0.967,"left","right"
"LAMI051",8,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.168,0,"left","left"
"LAMI051",9,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.753,0,"right","right"
"LAMI051",10,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.138,0.956,"left","left"
"LAMI051",11,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.734,0,"right","right"
"LAMI051",12,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.757,0.959,"right","left"
"LAMI051",13,"goalie","up","up","right","LAMI_left_score.mp4","score","Remember",0.147,0.948,"left","right"
"LAMI051",14,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.742,0.961,"right","right"
"LAMI051",15,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.755,1,"right","right"
"LAMI051",16,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.759,0,"right","left"
"LAMI051",17,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.759,0.939,"right","left"
"LAMI051",18,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.725,0.94,"right","right"
"LAMI051",19,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.744,0,"right","left"
"LAMI051",20,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.181,0.948,"left","right"
"LAMI051",21,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.14,0.949,"left","left"
"LAMI051",22,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.193,0,"left","left"
"LAMI051",23,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.715,1,"right","left"
"LAMI051",24,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.772,0.011,"right","right"
"LAMI051",25,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.119,0.988,"left","left"
"LAMI051",26,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.735,0,"right","left"
"LAMI051",27,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.733,0.992,"right","left"
"LAMI051",28,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.758,0.945,"right","right"
"LAMI051",29,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.733,1,"right","left"
"LAMI051",30,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.776,0,"right","left"
"LAMI051",31,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.136,0.908,"left","right"
"LAMI051",32,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.753,0.013,"right","right"
"LAMI051",33,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.745,0.927,"right","left"
"LAMI051",34,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.805,0,"left","left"
"LAMI051",35,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.211,0,"left","left"
"LAMI051",36,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.73,0.978,"right","right"
"LAMI051",37,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.773,0.982,"right","right"
"LAMI051",38,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.712,1,"right","left"
"LAMI051",39,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.107,1,"left","right"
"LAMI051",40,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.725,1,"right","left"
"LAMI051",41,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.195,0,"left","left"
"LAMI051",42,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.19,1,"left","right"
"LAMI051",43,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.186,0.972,"left","left"
"LAMI051",44,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.214,0,"left","right"
"LAMI051",45,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.17,0.953,"left","left"
"LAMI051",46,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.166,0,"left","right"
"LAMI051",47,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.779,1,"right","right"
"LAMI051",48,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.699,0,"right","right"
"LAMI052",1,"ball","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.776,1,"right","right"
"LAMI052",2,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0,0.998,"left","right"
"LAMI052",3,"ball","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.769,0.963,"right","right"
"LAMI052",4,"ball","up","up","left","LAMI_left_score.mp4","score","What if?",0.788,0,"left","right"
"LAMI052",5,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.149,0.018,"left","left"
"LAMI052",6,"ball","up","up","right","LAMI_right_score.mp4","score","Cause",0.195,0.952,"right","left"
"LAMI052",7,"ball","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.199,0.934,"left","left"
"LAMI052",8,"ball","up","up","right","LAMI_right_score.mp4","score","Remember",0.145,0.986,"right","left"
"LAMI052",9,"ball","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.762,1,"right","right"
"LAMI052",10,"ball","up","up","left","LAMI_left_score.mp4","score","Cause",0.741,0.937,"left","right"
"LAMI052",11,"ball","up","up","right","LAMI_right_score.mp4","score","What if?",0.159,0,"right","left"
"LAMI052",12,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.213,0,"left","left"
"LAMI052",13,"ball","up","up","left","LAMI_left_score.mp4","score","What if?",0.793,0,"left","right"
"LAMI052",14,"ball","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.753,0.944,"right","right"
"LAMI052",15,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.79,0.985,"left","right"
"LAMI052",16,"ball","up","up","left","LAMI_left_score.mp4","score","Cause",0.743,0.989,"left","right"
"LAMI052",17,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.204,0,"left","left"
"LAMI052",18,"ball","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.8,0,"right","right"
"LAMI052",19,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.792,0.96,"left","right"
"LAMI052",20,"ball","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.174,0.962,"left","left"
"LAMI052",21,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.131,0,"left","left"
"LAMI052",22,"ball","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.713,0.962,"right","right"
"LAMI052",23,"ball","up","up","left","LAMI_left_score.mp4","score","What if?",0.788,0.014,"left","right"
"LAMI052",24,"ball","up","up","left","LAMI_left_score.mp4","score","Cause",0.818,1,"left","right"
"LAMI052",25,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.788,1,"left","right"
"LAMI052",26,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.758,0.956,"right","right"
"LAMI052",27,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.786,0,"right","right"
"LAMI052",28,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.221,0.963,"left","left"
"LAMI052",29,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.767,0.977,"right","right"
"LAMI052",30,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.197,0.928,"left","left"
"LAMI052",31,"ball","up","down","left","LAMI_left_score_down.mp4","score","What if?",0.78,0,"left","right"
"LAMI052",32,"ball","up","down","right","LAMI_right_score_down.mp4","score","Cause",0.81,0.98,"right","left"
"LAMI052",33,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.143,0,"left","left"
"LAMI052",34,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.762,0.959,"left","right"
"LAMI052",35,"ball","up","down","right","LAMI_right_score_down.mp4","score","What if?",0.791,0,"right","left"
"LAMI052",36,"ball","up","down","left","LAMI_left_score_down.mp4","score","Remember",0.766,1,"left","right"
"LAMI052",37,"ball","up","down","left","LAMI_left_score_down.mp4","score","Cause",0.797,0.957,"left","right"
"LAMI052",38,"ball","up","down","right","LAMI_right_score_down.mp4","score","What if?",0.199,0,"right","left"
"LAMI052",39,"ball","up","down","left","LAMI_left_score_down.mp4","score","What if?",0.791,0,"left","right"
"LAMI052",40,"ball","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.739,0.978,"right","right"
"LAMI052",41,"ball","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.124,1,"left","left"
